year,chapter,source,difficulty,base,base_description,option_1,option_1_desc,option_2,option_2_desc,option_3,option_3_desc,option_4,option_4_desc,correct_answer,vowelized,phrases
17-Dec,b,NITE,3,לגלען:גלעין,לגלען פירושו להוציא מפרי את הגלעין,לחורר:חורים,לחורר פירושו לעשות חורים,להמליח:מלח,להמליח פירושו להוסיף מלח,לסקל:אבנים,לסקל פירושו לפנות (להוציא) אבנים ממקום מסוים,לִפנות:כיוון,לפנות פירושו להסתובב לכיוון מסוים,3,1,0
17-Dec,b,NITE,4,נקלע:הגיע,"נקלע הוא מי שהגיע למקום מסוים במקרה, כלומר בלי כוונה",התנפל:תקף,התנפל הוא מי שתקף אחר בפתאומיות ובכוונה,התעלם:קיים,התעלם הוא מי שהתנהג כאילו דבר מה לא היה קיים,נשמט:נפל,נשמט פירושו שנפל לאדם דבר מה בלי כוונה,נכרה:חפר,נכרה פירושו שדבר מה הוצא מן האדמה על ידי כך שמישהו\משהו חפר,3,0,0
17-Dec,b,NITE,5,שבת:שֶׁבע,"מבחינת סדר הימים, שבת הוא יום מספר שבע",בכור:אחת,"מבחינת סדר היוולדות, בכור הוא ילד מספר אחת, כלומר זה שנולד ראשון",צמד:שניים,"צמד מתאר שניים (השניים יכולים להיות דברים, אנשים וכו') שקיים ביניהם קשר כלשהו",משולש:שלוש,משולש הוא צורה הנדבית בעלת שלוש צלעות ושלוש זוויות,רבעון:ארבע,"רבעון הוא רבע שנה, כלומר חלק אחד מתוך ארבעה",1,1,0
17-Dec,b,NITE,6,נושה:חייב,נושה הוא מי שיש אדם אחר שהוא החייב (בעל חוב) שלו,מורשע:אשם,מורשע הוא מי שנמצא אשם במשפט,בן:אב,בן הוא מי שיש אדם אחר שהוא האב שלו,אפוטרופוס:אחראי,אפוטרופוס הוא מי שאחראי על אדם אחר,שופט:בורר,שופט ובורר הם תפקידים דומים,2,0,0
17-Sep,a,NITE,1,הבנת?:הבין,"כששואלים מישהו: ""הבנת?"" רוצים לדעת האם הוא הבין דבר מה",הקשבת?:האזין,"כששואלים מישהו: ""הקשבת?"" רוצים לדעת אם הוא האזין לדבר מה",ראית?:הראה,"כשמישהו שואל: ""ראית?"" ייתכן שהוא בעצמו הראה דבר מה",שברת?:נשבר,"כששואלים מישהו: ""שברת?"" רוצים לדעת אם באשמתו דבר מה נשבר",מצאת?:חיפש,"אם שואלים מישהו: ""מצאת?"" ייתכן שהוא חיפש דבר מה",1,0,0
17-Sep,a,NITE,2,דיבר:צעק,"מי שדיבר בעוצמה, צעק",חימם:התיך,"מי שחימם דבר מה בחום גבוה מספיק, התיך אותו",נגע:לחץ,"מי שנגע בעוצמה, לחץ",תר:מצא,"מי שתר אחרי דבר מה, ייתכן שלבסוךף מצא אותו",גזם:עקר,"מי שגזם חתך ענפים של עץ או צמח, ומי שעקר הוציא עץ או צמח מהשורש",2,1,0
17-Sep,a,NITE,3,משקפי שמש:סִנְוֵר,"אם מישהו הרכיב משקפי שמש, פחת הסיכוי שדבר מה סנוור אותו",סורג:פרץ,"אם מישהו הרכיב סורג, פחת הסיכוי שמישהו פרץ אליו",שריון:הגן,מי ששם שריון למעשה הגן על עצמו,פקק:מזג,אדם היה צריך לחלוץ את הפקק לפני שמזג מהמשקה,מגהץ:קימט,מי שהשתמש במגהץ ביטל את פעולתו של מי שקימט את הבגד,1,0,1
17-Sep,a,NITE,4,נמל:עיר נמל,עיר נמל היא עיר אשר יש בה נמל,מודעה:לוח מודעות,לוח מודעות הוא לוח שאפשר לתלות עליו מודעה,יער:קרחת יער,קרחת יער היא אזור לא מיוער בתוך היער,לחם:פרוסת לחם,פרוסת לחם היא חתיכה אחת של לחם,יהלום:טבעת יהלום,טבעת יהלום היא טבעת אשר יש בה יהלום,4,0,0
17-Sep,a,NITE,5,התבודד:בדידות,מי שהתבודד שם עצמו במצב של בדידות,הלבין את פניו:בושה,מי שהלבין את פניו של אדם אחר גרם לו לחוש בושה,נקפו לִבו:חרטה,מי שנקפו ליבו חש חרטה,שם נפשו בכפו:סכנה,מי ששם נפשו בכפו שם עצמו במצב של סכנה,העלה חרס בידו:כישלון,מי שהעלה חרס בידו נחל כישלון,3,0,1
17-Sep,a,NITE,6,מזקקה:מסבאה,במזקקה מייצרים דבר מה שלאחר מכן ניתן ליהנות ממנו במסבאה,מתפרה:מכבסה,במתפרה מייצרים את הבגדים שאותם מנקים במכבסה,רפת:מחלבה,ברפת מגדלים את הפרות ובמחלבה חולבים אותן,מזנון:מסעדה,גם במזנון וגם במסעדה ניתן להשיג אוכל,סטודיו:גלריה,בסטודיו מייצרים דבר מה שלאחר מכן ניתן ליהנות ממנו בגלריה,4,0,0
17-Sep,b,NITE,1,צבע:שני,אחד מסוגי הצבע הוא שני,טעם:מתוק,אחד מסוגי הטעם הוא מתוק,קול:חרישי,דבר מה אשר משמיע קול בעוצמה נמוכה הוא חרישי,ריח:ריחני,דבר מה אשר מדיף ריח הוא ריחני,אור:בוהק,דבר מה אשר מפיץ אור הוא בוהק,1,0,0
17-Sep,b,NITE,2,קרטע:נע,מי שקרטע בעצם נע באופן לא רצוף,גיחך:צחק,מי שגיחך בעצם צחק בקול חלש,קרקש:הרעיש,מי שקרקש בעצם הרעיש באמצעות חפץ שמשמיע רעש,גמגם:דיבר,מי שגמגם בעצם דיבר באופן לא רצוף,נצרד:שר,אם מישהו נצרד הוא יחווה קושי בזמן שהוא שר,3,0,0
17-Sep,b,NITE,3,היכן?:למצוא,"מי ששואל ""היכן?"" עושה זאת על מנת למצוא משהו",מתי?:להגיע,"מי ששואל ""מתי?"" רוצה לדעת את הזמן שבו דבר מה מתרחש, אולי על מנת להגיע בזמן",מי?:לזהות,"מי ששואל ""מי?"" עושה זאת על מנת לזהות מישהו",לאן?:לתעות,"מי ששואל ""לאן?"" עושה זאת על מנת לא לתעות",מה?:להשתאות,"מי ששואל ""מה?"" עשוי להשתאות מהתשובה, אם לא ציפה לה",2,0,0
17-Sep,b,NITE,4,מכיר:מוכר,"אם אני מכיר מישהו, אז הוא מוכר עבורי",מובן:רהוט,על מי שמדבר באופן מובן נאמר שהוא מדבר באופן רהוט,משוער:ודאי,"אם דבר מה הוא משוער, זה אומר שהוא אינו ודאי",צריך:נחוץ,"אם אני צריך משהו, אז הוא נחוץ עבורי",מוגמר:סופי,"אם דבר מה הוא מוגמר, זה אומר שהוא בשלב הסופי שלו",3,0,0
17-Sep,b,NITE,5,שרלטן:מומחה,שרלטן הוא מי שמעמיד פני מומחה,מתחלה:חולה,מתחלה הוא מי שמעמיד פני חולה,מתייעץ:יועץ,"כאשר אני מתייעץ עם מישהו, אז הוא יועץ לי מה לעשות",מתגנדר:יפה,מי שמתגנדר מנסה להפוך את עצמו ליפה יותר,מתנשא:עניו,להיות מתנשא זה ההפך מלהיות עניו (צנוע),1,0,0
17-Sep,b,NITE,6,חָטָא:הדיח,"מי שהדיח אדם אחר, למעשה הוביל באופן ישיר לכך שאותו אדם חטא",נמנע:הניא,"מי שהניא אדם אחר, למעשה הוביל באופן ישיר לכך שאותו אדם נמנע מלעשות משהו",שִׁכנע:התווכח,מי שהתווכח עם אדם אחר ניסה להיות זה ששכנע אותו לשנות את דעתו,שתק:דובב,"אם מישהו דובב אדם אחר, אותו אדם לא שתק",הותקף:שיסה,"מי ששיסה אדם אחר באדם שלישי, גרם לכך שהאדם השלישי הותקף על ידי אותו אדם שהוא שיסה, כלומר לא באופן ישיר אלא עקיף",1,1,0
17-Jul,a,NITE,1,מקרר:טרי,תפקיד המקרר הוא לשמור על דבר מה טרי,מברק:קצר,מברק הוא הודעה שאורכה קצר,מטרייה:יבש,תפקיד המטריה הוא לשמור על דבר מה יבש,מכבש:סלול,תפקיד המכבש הוא להפוך כביש לסלול,מפסק:חשוך,מפסק יכול להפוך את החדר לחשוך,2,0,0
17-Jul,a,NITE,2,נלעג:לעג,נלעג הוא דבר המעורר תחושת לעג כלפיו,דעתן:דעה,דעתן הוא אדם בעל דעה נחרצת,מנומס:נימוס,מנומס הוא אדם הנוהג בנימוס,גאוותן:גאווה,גאוותן הוא אדם בעל גאווה,מכובד:כבוד,מכובד הוא דבר המעורר תחושת כבוד כלפיו,4,0,0
17-Jul,a,NITE,3,בהתמדה:הפסקה,בהתמדה היא עשיית דבר מה ללא הפסקה,בנקל:מאמץ,בנקל היא עשיית דבר מה ללא מאמץ,בעקיפין:תיווך,בעקיפין היא עשיית דבר בעזרת תיווך,בחטף:מהירות,בחטף היא עשיית דבר מה במהירות,במקביל:זמן,במקביל היא עשיית מספר דברים באותו הזמן,1,0,0
17-Jul,a,NITE,4,סָגַר:קפץ,מי שקפץ משהו סגר אותו כך שכעת הוא סגור מאוד (נאמר בעיקר על איברים בגוף האדם),פתח:שחרר,מי ששחרר משהו פתח עבורו את הדרך,פתח:הכניס,מי שהכניס משהו פתח עבורו את הדלת,פתח:פער,מי שפער משהו פתח אותו כך שכעת הוא פתוח מאוד,פתח:טרק,מי שטרק משהו עשה את הפעולה ההפוכה מפתח משהו,3,1,0
17-Jul,a,NITE,5,תערוכה:מוצג,תערוכה מורכבת ממספר מוצגים,עוגה:פרוסה,עוגה ניתן לחלק לפרוסות,מתפרה:בגד,מתפרה היא בית מלאכה לייצור בגדים,משלחת:שליח,משלחת מורכבת ממספר שליחים,מדשאה:דשא,מדשאה היא אזור המכוסה דשא,3,0,0
17-Jul,a,NITE,6,מהיר:פזיז,פזיז פירושו מהיר מדי,ארוך:ארכני,ארכני פירושו ארוך מדי,רב:מרבי,מרבי הוא הרב ביותר האפשרי,יפה:יפהפה,יפהפה הוא יפה מאוד,מתוק:ממותק,ממותק הוא דבר שהוסיפו לו את הטעם מתוק,1,0,0
17-Jul,b,NITE,1,אבן נגף:להתקדם,אבן נגף (מכשול) היא דבר המפריע להתקדם,הסחת דעת:להתרכז,הסחת דעת היא דבר המפריע להתרכז,הפגנת כוח:לאיים,הפגנת כוח היא דבר הנועד לאיים,התרת רסן:להשתולל,התרת רסן היא דבר המאפשר להשתולל,הבטחת שווא:להתאכזב,הבטחת שווא היא דבר הגורם להתאכזב,1,0,1
17-Jul,b,NITE,2,כיתר:מוקף,מי שכיתר גרם למשהו אחר להיות מוקף,הסתיר:חבוי,מי שהסתיר גרם למשהו אחר להיות חבוי,העליב:פוגע,מי שהעליב עשה דבר פוגע,פקד:מבוצע,"מי שפקד דרש שדבר אחר יהיה מבוצע, אך לא בהכרח גרם לו להיות מבוצע",קירב:צמוד,מי שקירב עשה פעולה שתהפוך דבר מה לצמוד יותר לדבר אליו הוא קורב,1,0,0
17-Jul,b,NITE,3,אורג:נול,אורג הוא מי שעושה שימוש בנול כדי ליצור דבר מה (בדים),בנאי:בית,בנאי הוא מי שבונה בית,קדר:אובניים,קדר הוא מי שעושה שימוש באובניים כדי ליצור דבר מה (כלי חרס),שופט:פטיש,שופט נוהג להשתמש בפטיש בעת עבודתו,נגר:עץ,נגר הוא מי שמלאכתו היא עבודה בעץ,2,0,0
17-Jul,b,NITE,4,התפייס:רב,התפייס הוא מי שרב בעבר והפסיק,נאלץ:הכריח,נאלץ הוא מי שאדם אחר הכריח אותו לעשות דבר מה,נאלם:דיבר,נאלם הוא מי שדיבר בעבר והפסיק,ניצח:הביס,מי שניצח באופן מוחץ הביס את יריבו,נעתר:ביקש,נעתר הוא מי שהסכים לדבר מה שמישהו אחר ביקש,2,0,0
17-Jul,b,NITE,5,אבוס:צלחת,"אבוס הוא המתקן ממנו אוכלים בעלי חיים, כפי שצלחת היא המתקן ממנו אוכלים בני אדם",אוכף:כיסא,אוכף הוא סוג של כיסא המונח על גב בעל חיים,קלשון:מזלג,קלשון הוא כלי עבודה גדול דמוי מזלג,צמר:סוודר,צמר הוא שיער בעלי חיים ממנו מכינים סוודר,דיר:דירה,"דיר היא מקום בו מתגוררים בעלי חיים, כפי שדירה היא מקום בו מתגוררים בני אדם",4,0,0
17-Jul,b,NITE,6,מספר זהות:אזרח,מספר זהות הוא שיטה מספרית לקטלוג כל אזרח,דרגה:חייל,דרגה היא תואר המוענק לחייל ,שם עט:סופר,שם עט הוא כינוי המאמץ לעצמו סופר,תאריך:יממה,תאריך הוא שיטה מספרית לקטלוג כל יממה,כתובת:רחוב,כתובת מורכבת בין היתר משם הרחוב,3,0,0
17-Apr,a,NITE,1,יציב:קיבע,מי שקיבע דבר מה הפך אותו ליציב,חבוי:חיפש,מי שחיפש דבר מה ניסה למצוא דבר חבוי או דבר שאבד,נא:בישל,מי שבישל אוכל כלשהו הפך אותו ללא נא,יקר:שילם,"מי ששילם נתן תשלום (בדרך כלל כסף) עבור דבר מה, ויתכן כי דבר זה הינו יקר",מוכר:פרסם,מי שפרסם דבר מה הפך אותו למוכר,4,0,0
